model,review_raw,review_clean,rating_num,sentiment,predicted_sentiment,review_length_words,question_count,exclamation_count,encoding_issue_flag,duplicate_text_flag
Logistic Regression,Busy but prompt. Parked and give give me jelly or ketchup. But everything else was good.,busy but prompt parked and give give me jelly or ketchup but everything else was good,4.0,positive,neutral,16,0,0,0,0
Logistic Regression,Took forever in drive thru,took forever in drive thru,3.0,neutral,negative,5,0,0,0,0
Logistic Regression,Food is what you expect from McDonald's. Trashcan by playground door smells of dirty diapers or rotten milk the last few times I have been here. Android pay is hit or miss here.,food is what you expect from mcdonald's trashcan by playground door smells of dirty diapers or rotten milk the last few times i have been here android pay is hit or miss here,3.0,neutral,negative,33,0,0,0,0
Logistic Regression,"Honestly, I feel so appreciated in this establishment. They gave me grape jelly when no else did, if I could rate this place 10/10 I would.",honestly i feel so appreciated in this establishment they gave me grape jelly when no else did if i could rate this place i would,5.0,positive,neutral,25,0,0,0,0
Logistic Regression,Friendly quick service but forgets the condiments from time to time. Always check your bag before you leave!!,friendly quick service but forgets the condiments from time to time always check your bag before you leave,3.0,neutral,positive,18,0,2,0,0
Logistic Regression,Gotta have my small coffee with sugar and cream and can't forget the fresh warm sausage biscuits,gotta have my small coffee with sugar and cream and can't forget the fresh warm sausage biscuits,5.0,positive,neutral,17,0,0,0,0
Logistic Regression,"It's Mcdonald's, go to In and Out burger or P. Terry's or the million of other better burger places here in Austin or anywhere.",it's mcdonald's go to in and out burger or p terry's or the million of other better burger places here in austin or anywhere,1.0,negative,neutral,24,0,0,0,0
Logistic Regression,Wouldn't let this Uber eats driver use their restroom,wouldn't let this uber eats driver use their restroom,3.0,neutral,negative,9,0,0,0,0
Logistic Regression,I can't believe you charge for BBQ sauce... No thank you...,i can't believe you charge for bbq sauce no thank you,3.0,neutral,negative,11,0,0,0,0
Logistic Regression,Rebuilt location. Clean. Employees are adequate,rebuilt location clean employees are adequate,3.0,neutral,positive,6,0,0,0,0
Logistic Regression,Lousy employees...dirty inside with food on the floor and flies all around the condiments area,lousy employees dirty inside with food on the floor and flies all around the condiments area,3.0,neutral,negative,16,0,0,0,0
Logistic Regression,Always busy. Play area tables clean.,always busy play area tables clean,3.0,neutral,positive,6,0,0,0,0
Logistic Regression,"This place not clean at all , needs to properly be clean.",this place not clean at all needs to properly be clean,1.0,negative,neutral,11,0,0,0,0
Logistic Regression,Food was hot android good.,food was hot android good,3.0,neutral,positive,5,0,0,0,0
Logistic Regression,Screwed up my order to,screwed up my order to,1.0,negative,neutral,5,0,0,0,0
Logistic Regression,Its fast convenient and its close by,its fast convenient and its close by,5.0,positive,neutral,7,0,0,0,0
Logistic Regression,Chicken tenders are ï¿½ï¿½ï¿,chicken tenders are,5.0,positive,negative,3,0,0,0,0
Logistic Regression,Its mcds..,its mcds,2.0,negative,neutral,2,0,0,0,0
Logistic Regression,"Well, that's fine, but the machines don't have ice for soft drinks, it's the one inside the Alto Glory Walmart",well that's fine but the machines don't have ice for soft drinks it's the one inside the alto glory walmart,2.0,negative,positive,20,0,0,0,0
Logistic Regression,"Whenever you buy at this location always check your order,  seems that every so often order is missing something.   With the long lines and once I leave the area I don't like to drive back.",whenever you buy at this location always check your order seems that every so often order is missing something with the long lines and once i leave the area i don't like to drive back,3.0,neutral,negative,35,0,0,0,1
Logistic Regression,This McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,this mcdonald,1.0,negative,positive,2,0,0,0,1
Logistic Regression,This place has clean restroom. The parking is free but is mostly full and requires some wait to park. The dining area is not so big but clean. The cashier was friendly and welcoming. I like that breakfast was served all day.,this place has clean restroom the parking is free but is mostly full and requires some wait to park the dining area is not so big but clean the cashier was friendly and welcoming i like that breakfast was served all day,4.0,positive,neutral,42,0,0,0,1
Logistic Regression,I'm giving this McDonald's location a 3 star rating. This was due to the fact that their fries weren't all that great and meat was a bit oily in the quarter pound burger. I've also noticed that the quality of their buns aren't what they used to be. Not sure if I'm the only one who's noticed the change.,i'm giving this mcdonald's location a star rating this was due to the fact that their fries weren't all that great and meat was a bit oily in the quarter pound burger i've also noticed that the quality of their buns aren't what they used to be not sure if i'm the only one who's noticed the change,3.0,neutral,negative,58,0,0,0,1
Logistic Regression,Happy itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,happy it,2.0,negative,positive,2,0,0,0,1
Logistic Regression,The afternoon crew over there is very ignorant and arrogant! I don't know if that was just an incident or that's there normal but It was unpleasant to order from them!,the afternoon crew over there is very ignorant and arrogant i don't know if that was just an incident or that's there normal but it was unpleasant to order from them,1.0,negative,neutral,31,0,2,0,1
Logistic Regression,This place has changed a lot.They forget about your order or forgets certain things in your order.Now there are more homeless's.Now there are teenagers working there and messing up your order.My grandma asked for a ice cream cone but they gave her a cup instead.I recommend going to a different McDonald's for right now until they fix the problems.,this place has changed a lot they forget about your order or forgets certain things in your order now there are more homeless's now there are teenagers working there and messing up your order my grandma asked for a ice cream cone but they gave her a cup instead i recommend going to a different mcdonald's for right now until they fix the problems,1.0,negative,neutral,64,0,0,0,1
Logistic Regression,Dining room has gnats Told employee but no reaction Maybe the gnats amoing others is why i raely go. Was in a giant hurry only reason,dining room has gnats told employee but no reaction maybe the gnats amoing others is why i raely go was in a giant hurry only reason,2.0,negative,neutral,26,0,0,0,1
Logistic Regression,Just like all McDonald's!  Nothing special! Always ask for fresh fries!,just like all mcdonald's nothing special always ask for fresh fries,5.0,positive,neutral,11,0,3,0,1
Logistic Regression,This is a busy McDonald's so there is generally a wait at the drive thru and parking lot is tight..,this is a busy mcdonald's so there is generally a wait at the drive thru and parking lot is tight,4.0,positive,neutral,20,0,0,0,1
Logistic Regression,"The same old, the food is bad for you, but it's cheap if you do it right and don't get sucked into the marketing ï¿½ï¿½ï¿",the same old the food is bad for you but it's cheap if you do it right and don't get sucked into the marketing,4.0,positive,negative,24,0,0,0,1
Logistic Regression,"Small place, recomended for drive thru or take out",small place recomended for drive thru or take out,2.0,negative,neutral,9,0,0,0,1
Logistic Regression,"Typical McDonald's just with REALLLLLLLY long drive-thru lines. Nothing special, nothing to write home about.",typical mcdonald's just with reallllllly long drive thru lines nothing special nothing to write home about,2.0,negative,neutral,16,0,0,0,1
Logistic Regression,I like this McDonald's out of all of the ones that I have been at because this is the only one that the walk in stay open 24 hours.,i like this mcdonald's out of all of the ones that i have been at because this is the only one that the walk in stay open hours,5.0,positive,negative,28,0,0,0,1
Logistic Regression,Can't go wrong with a 10-piece chicken McNugget meal,can't go wrong with a piece chicken mcnugget meal,5.0,positive,negative,9,0,0,0,1
Logistic Regression,"It's mc Donald's,. The man before me backed up the toilet and an employee let me use the women's",it's mc donald's the man before me backed up the toilet and an employee let me use the women's,4.0,positive,negative,19,0,0,0,1
Logistic Regression,Loud obxious mgrs screaming out orders,loud obxious mgrs screaming out orders,1.0,negative,neutral,6,0,0,0,1
Logistic Regression,S l o w,s l o w,2.0,negative,positive,4,0,0,0,1
Logistic Regression,To slow,to slow,3.0,neutral,negative,2,0,0,0,1
Logistic Regression,Same as any onther,same as any onther,5.0,positive,neutral,4,0,0,0,1
Logistic Regression,Very convenient.,very convenient,3.0,neutral,positive,2,0,0,0,1
Logistic Regression,This mornig was close.,this mornig was close,2.0,negative,neutral,4,0,0,0,1
Logistic Regression,What you expect,what you expect,5.0,positive,neutral,3,0,0,0,1
Logistic Regression,McDonald's.   What more is there to say.,mcdonald's what more is there to say,4.0,positive,neutral,7,0,0,0,1
Logistic Regression,McDonald's,mcdonald's,5.0,positive,neutral,1,0,0,0,1
Logistic Regression,"I did not like the format of the store, the bathroom is kept closed.",i did not like the format of the store the bathroom is kept closed,3.0,neutral,negative,14,0,0,0,1
Logistic Regression,"This my first week in America from Novosibirsk Russia. Lady who yell at me like Sargent Captain in Spetsnaz. Cheeseburger have cheese I eat and got lot onion. Lady in front speak Russian, so she is sweetheart. I taste better food in Russia when I sent to the detention center but American love Cheeseburger very FAT! ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",this my first week in america from novosibirsk russia lady who yell at me like sargent captain in spetsnaz cheeseburger have cheese i eat and got lot onion lady in front speak russian so she is sweetheart i taste better food in russia when i sent to the detention center but american love cheeseburger very fat,5.0,positive,negative,56,0,1,0,0
Logistic Regression,New experience was lil different have to get use to new set up you can take your own order and not speak to one person. Depending on type of person you are this is a plus. People like me like to keep it moving no rap!!!!,new experience was lil different have to get use to new set up you can take your own order and not speak to one person depending on type of person you are this is a plus people like me like to keep it moving no rap,3.0,neutral,negative,46,0,4,0,0
Logistic Regression,Too much salt was dying of thurst after,too much salt was dying of thurst after,1.0,negative,neutral,8,0,0,0,0
Logistic Regression,I go to this McDonalds a couple times a week I am addicted to the sweet tea lol this is the only McDonalds I will get sweet tea at as I have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here. Their food is really good also.,i go to this mcdonalds a couple times a week i am addicted to the sweet tea lol this is the only mcdonalds i will get sweet tea at as i have never gotten a bad one here trust me you can tell if a place cleans there ice tea bins because the tea will taste bad that never happens here their food is really good also,5.0,positive,negative,67,0,0,0,0
Logistic Regression,Long wait at the drive thru and cold food.,long wait at the drive thru and cold food,2.0,negative,neutral,9,0,0,0,0
Logistic Regression,Ok not too bad. Better than last time .,ok not too bad better than last time,3.0,neutral,negative,8,0,0,0,0
Logistic Regression,No roaches and clean bathrooms,no roaches and clean bathrooms,5.0,positive,negative,5,0,0,0,0
Logistic Regression,Food ok,food ok,5.0,positive,neutral,2,0,0,0,1
Logistic Regression,It's McDonald's. What do you expect?,it's mcdonald's what do you expect,2.0,negative,neutral,6,1,0,0,1
Logistic Regression,"Intelligent, courteous staff.",intelligent courteous staff,5.0,positive,neutral,3,0,0,0,0
Logistic Regression,"Just a plain, dry ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",just a plain dry,5.0,positive,neutral,4,0,0,0,0
Logistic Regression,No good deala,no good deala,3.0,neutral,positive,3,0,0,0,0
Logistic Regression,So yeah it's a McDonald's.,so yeah it's a mcdonald's,4.0,positive,neutral,5,0,0,0,0
Logistic Regression,mid,mid,1.0,negative,neutral,1,0,0,0,1
Logistic Regression,Slow very slow,slow very slow,3.0,neutral,negative,3,0,0,0,1
Logistic Regression,"Very slow, waited over 20 minutes for a Big Mac and medium fries.",very slow waited over minutes for a big mac and medium fries,3.0,neutral,negative,12,0,0,0,1
Logistic Regression,"When the order is correct, the quality is fine. But I never get an order completely correct, especially if it's a McCafe drink. I would let it go, everyone makes mistakes, but it's constant and employees as a manager have had a terrible attitude about fixing it. If there were another one to go to instead, I would.",when the order is correct the quality is fine but i never get an order completely correct especially if it's a mccafe drink i would let it go everyone makes mistakes but it's constant and employees as a manager have had a terrible attitude about fixing it if there were another one to go to instead i would,3.0,neutral,negative,58,0,0,0,1
Logistic Regression,They were wicked fast and very friendly! I had actually stopped going to any McDonalds because of bad experiences elsewhere with really dry nuggets. Did not regret getting food there today.,they were wicked fast and very friendly i had actually stopped going to any mcdonalds because of bad experiences elsewhere with really dry nuggets did not regret getting food there today,5.0,positive,neutral,31,0,1,0,1
Logistic Regression,Manager waited on lacked enthusiasm. Team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed.,manager waited on lacked enthusiasm team member stocking lids napkins and straws didn't bother stepping aside for customers to get their articles needed,3.0,neutral,negative,23,0,0,0,1
Logistic Regression,How do you miss a patty on a big mac? -_- First time going there too.,how do you miss a patty on a big mac first time going there too,2.0,negative,neutral,15,1,0,0,1
Logistic Regression,Went for the kids play area. It smelt musty and like mildew. Kinda gross. But the  again it's McDonalds so my expectations weren't super high.,went for the kids play area it smelt musty and like mildew kinda gross but the again it's mcdonalds so my expectations weren't super high,3.0,neutral,negative,25,0,0,0,0
Logistic Regression,Only ever had one order correct and they are pretty slow for never being busy.,only ever had one order correct and they are pretty slow for never being busy,3.0,neutral,negative,15,0,0,0,0
Logistic Regression,Getting better but better check your order,getting better but better check your order,4.0,positive,neutral,7,0,0,0,0
Logistic Regression,"Fraco and other workers work hard to get paid,i saw them today running around getting orders-10/23/18",fraco and other workers work hard to get paid i saw them today running around getting orders,4.0,positive,negative,17,0,0,0,0
Logistic Regression,"Good service hot fresh food,  fast counter service",good service hot fresh food fast counter service,3.0,neutral,positive,8,0,0,0,0
Logistic Regression,It was ok but the food was cold,it was ok but the food was cold,5.0,positive,neutral,8,0,0,0,0
Logistic Regression,"Got order confused, but no harm, just had to clarify.",got order confused but no harm just had to clarify,4.0,positive,neutral,10,0,0,0,0
Logistic Regression,Great Salads Except For Stale Boiled Egg.,great salads except for stale boiled egg,1.0,negative,positive,7,0,0,0,0
Logistic Regression,Poop on urinal,poop on urinal,5.0,positive,negative,3,0,0,0,0
Logistic Regression,Chicken nugget,chicken nugget,4.0,positive,negative,2,0,0,0,0
Logistic Regression,It's my local McDonald's so I wish I could rate it higher especially considering they added modern stuff like the DIY menu boards and the 2nd drive thru lane. But what's the point of a second drive thru lane if your employees just ignore it like what happened tonight. Also while they have security inside the pan handlers in the drive thru lanes at night are out of control. Food wise things take a long time usually but it's your normal McDonald's type food except they don't salt their fries well.,it's my local mcdonald's so i wish i could rate it higher especially considering they added modern stuff like the diy menu boards and the nd drive thru lane but what's the point of a second drive thru lane if your employees just ignore it like what happened tonight also while they have security inside the pan handlers in the drive thru lanes at night are out of control food wise things take a long time usually but it's your normal mcdonald's type food except they don't salt their fries well,2.0,negative,neutral,91,0,0,0,1
Logistic Regression,the workers close the drive through around 3-4 so donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,the workers close the drive through around so don,1.0,negative,neutral,9,0,0,0,1
Logistic Regression,"Nice and modern facilities. Looks clean, except bathrooms, which were not so clean, but still good. Service was slow though.",nice and modern facilities looks clean except bathrooms which were not so clean but still good service was slow though,4.0,positive,neutral,20,0,0,0,0
Logistic Regression,The food and workers are great. It's the people outside begging that really... You know..... ï¿½ï¿½ï¿,the food and workers are great it's the people outside begging that really you know,2.0,negative,neutral,15,0,0,0,0
Logistic Regression,Just watched one of the workers eat some of my french fries before he put it on my tray canï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,just watched one of the workers eat some of my french fries before he put it on my tray can,1.0,negative,neutral,20,0,0,0,0
Logistic Regression,"They don't have restroom for customer!!!!
You can order but you cant use restroom.
???????????????????",they don't have restroom for customer you can order but you cant use restroom,1.0,negative,neutral,14,19,4,0,0
Logistic Regression,Trash food. That's exactly why I don't eat fast food.,trash food that's exactly why i don't eat fast food,1.0,negative,neutral,10,0,0,0,0
Logistic Regression,it's okï¿½ï¿½ï¿,it's ok,4.0,positive,neutral,2,0,0,0,1
Logistic Regression,Milkshakes be off the hook,milkshakes be off the hook,5.0,positive,negative,5,0,0,0,0
Logistic Regression,it's ok,it's ok,4.0,positive,neutral,2,0,0,0,1
Logistic Regression,Its to expensive,its to expensive,1.0,negative,neutral,3,0,0,0,0
Logistic Regression,Pancakes delicious,pancakes delicious,2.0,negative,positive,2,0,0,0,0
Logistic Regression,Same old same,same old same,5.0,positive,neutral,3,0,0,0,0
Logistic Regression,McDonalds is good.,mcdonalds is good,3.0,neutral,positive,3,0,0,0,0
Logistic Regression,Good place for breakfast,good place for breakfast,1.0,negative,positive,4,0,0,0,0
Logistic Regression,Food was alright staff seemed too busy with their own pastimes rather then getting food and drinks out. Saw one employee sweep four times in the same spot while three customers were waiting on drinks. I'd only recommend if it's your last option.,food was alright staff seemed too busy with their own pastimes rather then getting food and drinks out saw one employee sweep four times in the same spot while three customers were waiting on drinks i'd only recommend if it's your last option,2.0,negative,neutral,43,0,0,0,0
Logistic Regression,"For Godï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s sakes, please make the cookies fresh and warm when a customer orders them & stop baking 2 dozen ahead of time a",for god s sakes please make the cookies fresh and warm when a customer orders them stop baking dozen ahead of time a,2.0,negative,positive,23,0,0,0,0
Logistic Regression,The service was extremely poor as many customers had to wait a while for their food. The only reason I even gave it 3 stars was because the manager stepped in and took care of the customers. The food was good and fresh.,the service was extremely poor as many customers had to wait a while for their food the only reason i even gave it stars was because the manager stepped in and took care of the customers the food was good and fresh,3.0,neutral,negative,42,0,0,0,0
Logistic Regression,"It's fine that they're resetting their computers a bit later than they should, but to have their crew members unable to price out and take an order is unacceptable. Might as well close the store temporarily at that point.",it's fine that they're resetting their computers a bit later than they should but to have their crew members unable to price out and take an order is unacceptable might as well close the store temporarily at that point,1.0,negative,neutral,39,0,0,0,0
Logistic Regression,"I usually don't lower myself to Micky D's food, but I was here and hungry, so figured one burger from here wouldn't kill me. As long as your expectations aren't too high, the food is okay, just sad though what Micky D's and Burger King and the others have done to the Great American Hamburger. If you look around you can get better food and service. The only burgers worse than Micky Ds are the soy burgers you get out of vending machines. And as long as you don't ask for anything special, they'll make you a burger, but I asked for one without onions and catsup, and naturally they couldn't even get that right. A crappy burger with crappy service, what a wonderful meal.. BTW, if you want to find The Great American Hamburger, as it should be, go to Fuddruckers.",i usually don't lower myself to micky d's food but i was here and hungry so figured one burger from here wouldn't kill me as long as your expectations aren't too high the food is okay just sad though what micky d's and burger king and the others have done to the great american hamburger if you look around you can get better food and service the only burgers worse than micky ds are the soy burgers you get out of vending machines and as long as you don't ask for anything special they'll make you a burger but i asked for one without onions and catsup and naturally they couldn't even get that right a crappy burger with crappy service what a wonderful meal btw if you want to find the great american hamburger as it should be go to fuddruckers,3.0,neutral,negative,142,0,0,0,0
Logistic Regression,"Good service ,only thing I didn't like was no milk..",good service only thing i didn't like was no milk,4.0,positive,negative,10,0,0,0,0
Logistic Regression,Shoutout to this McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s for being the only place to acce,shoutout to this mcdonald s for being the only place to acce,5.0,positive,negative,12,0,0,0,0
Logistic Regression,I always comes here like twice a month and gets food from very good staff and this restaurant is very clean and neat,i always comes here like twice a month and gets food from very good staff and this restaurant is very clean and neat,3.0,neutral,positive,23,0,0,0,0
Logistic Regression,They always missing my mac sauce ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,they always missing my mac sauce,4.0,positive,negative,6,0,0,0,0
Logistic Regression,I think they could  take out a lot more time cleaning and sanitizing there store. Gas station,i think they could take out a lot more time cleaning and sanitizing there store gas station,1.0,negative,neutral,17,0,0,0,0
Logistic Regression,Clean fast service. In a pilot so its a one stop shop if you need gas or otherwise,clean fast service in a pilot so its a one stop shop if you need gas or otherwise,4.0,positive,neutral,18,0,0,0,0
Logistic Regression,"The new 1/4 lb smokehouse bacon burger is very good, not old school",the new lb smokehouse bacon burger is very good not old school,5.0,positive,negative,12,0,0,0,0
Logistic Regression,"When breakfast was over the manager came out and gave us free hashbrowns,........that was very nice",when breakfast was over the manager came out and gave us free hashbrowns that was very nice,4.0,positive,neutral,17,0,0,0,0
Logistic Regression,They always seem to make you feel like you are inconveniencing them by being there.,they always seem to make you feel like you are inconveniencing them by being there,2.0,negative,neutral,15,0,0,0,0
Logistic Regression,Love the sausage eggs and cheese mc muffin. Never gets old.,love the sausage eggs and cheese mc muffin never gets old,4.0,positive,neutral,11,0,0,0,0
Logistic Regression,Wouldn't  know they were shut down due to a power outage,wouldn't know they were shut down due to a power outage,3.0,neutral,negative,11,0,0,0,0
Logistic Regression,Only 2 employee' s long wait @ 1.30 am?,only employee' s long wait am,3.0,neutral,negative,6,1,0,0,0
Logistic Regression,Pretty ghetto.,pretty ghetto,1.0,negative,positive,2,0,0,0,0
Logistic Regression,On its best day this place is Hella slow!  They should go back to the counter system cuz using the kiosk is the worst!,on its best day this place is hella slow they should go back to the counter system cuz using the kiosk is the worst,3.0,neutral,negative,24,0,2,0,0
Logistic Regression,Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s staid ope,it s staid ope,1.0,negative,neutral,4,0,0,0,0
Logistic Regression,We was on holiday and stayed in the hotel opposite called the mandalay bay hotel on a room only basis (as is all USA hotels as far as I know) so for breakfast I nipped across the road (now that's a fun thing to do as they drive on the wrong side of the road!!!) The service was great albeit the staff was run off there feet most of the time (McDonald's get a fre more staff in as they need it in this place) food was as expected only one time did I get my coffee fix without any milk but it was OK,we was on holiday and stayed in the hotel opposite called the mandalay bay hotel on a room only basis as is all usa hotels as far as i know so for breakfast i nipped across the road now that's a fun thing to do as they drive on the wrong side of the road the service was great albeit the staff was run off there feet most of the time mcdonald's get a fre more staff in as they need it in this place food was as expected only one time did i get my coffee fix without any milk but it was ok,5.0,positive,neutral,105,0,3,0,0
Logistic Regression,Waited 15 mins for a quarter pounder only.,waited mins for a quarter pounder only,3.0,neutral,negative,7,0,0,0,0
Logistic Regression,"I was charged extra for an additional pad of butter and an extra syrup for my pancakes.  They never give enough butter or syrup so I ordered more and was charged more.  That wouldn't be a problem except I didn't get much more.  Then, they didn't fill my cup of orange juice.  It was just a bit more than 3/4 full.  Otherwise, it was very tasty!",i was charged extra for an additional pad of butter and an extra syrup for my pancakes they never give enough butter or syrup so i ordered more and was charged more that wouldn't be a problem except i didn't get much more then they didn't fill my cup of orange juice it was just a bit more than full otherwise it was very tasty,3.0,neutral,negative,65,0,1,0,0
Logistic Regression,"It was McDonald's. You know what you're going there for and it is always quick and acceptable.

If you are expecting a linen table cloth and candles you are in the wrong place. If you are expecting quality food at a good price and rapidly - you found McDonald's!",it was mcdonald's you know what you're going there for and it is always quick and acceptable if you are expecting a linen table cloth and candles you are in the wrong place if you are expecting quality food at a good price and rapidly you found mcdonald's,4.0,positive,neutral,48,0,1,0,0
Logistic Regression,This McDonalds is like home and has a good down to earth vibe. I would of gave five stars but the hang ups I have is the homeless people in the drive thru constantly begging. Its just getting really annoying. Like I wanna order my food and eat without being bothered. I hope the get a little more mindful of that. Also many times I order something and they often forget to put everything I'm the bag. I know this mcdonalds gets a lot of traffic and is busy but those are the only pickles I have.,this mcdonalds is like home and has a good down to earth vibe i would of gave five stars but the hang ups i have is the homeless people in the drive thru constantly begging its just getting really annoying like i wanna order my food and eat without being bothered i hope the get a little more mindful of that also many times i order something and they often forget to put everything i'm the bag i know this mcdonalds gets a lot of traffic and is busy but those are the only pickles i have,4.0,positive,neutral,97,0,0,0,0
Logistic Regression,"Quick drive through. A little tight parking lot in the front of the restaurant, but additional parking in back. Conveniently close to Mandalay Bay, Luxor, etc. on east side of Las Vegas Blvd.",quick drive through a little tight parking lot in the front of the restaurant but additional parking in back conveniently close to mandalay bay luxor etc on east side of las vegas blvd,5.0,positive,neutral,33,0,0,0,0
Logistic Regression,Expensive does not share the promotions of other McDonald's nor does it offer the full menu of other McDonald's. In short pay more get less as they told me that's the strip for you,expensive does not share the promotions of other mcdonald's nor does it offer the full menu of other mcdonald's in short pay more get less as they told me that's the strip for you,2.0,negative,neutral,34,0,0,0,0
Logistic Regression,"What can I say, if you eat at one Mcdonalds you done ate at them all. This place doesnt have a dollar menu and their main menu is very limited. Its also kind of expensive. Very clean in the inside",what can i say if you eat at one mcdonalds you done ate at them all this place doesnt have a dollar menu and their main menu is very limited its also kind of expensive very clean in the inside,3.0,neutral,positive,40,0,0,0,0
Logistic Regression,First you need to buy food before ask for the restroom ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,first you need to buy food before ask for the restroom,1.0,negative,neutral,11,0,0,0,0
Logistic Regression,My hat goes off to the lady that's works there. Don't know her name but she was pregnant. She was working the front counter and drive thur at the same time. Do not complain about it.,my hat goes off to the lady that's works there don't know her name but she was pregnant she was working the front counter and drive thur at the same time do not complain about it,5.0,positive,negative,36,0,0,0,0
Logistic Regression,Longer wait time in drive thru. But good service,longer wait time in drive thru but good service,4.0,positive,neutral,9,0,0,0,0
Logistic Regression,Well it's ok because their dining room is being remodeled and you can only use drive through,well it's ok because their dining room is being remodeled and you can only use drive through,3.0,neutral,positive,17,0,0,0,0
Logistic Regression,Definitely not as bad as all those low raters are saying. If they feel that way why would they keep coming back?,definitely not as bad as all those low raters are saying if they feel that way why would they keep coming back,4.0,positive,negative,22,1,0,0,0
Logistic Regression,Understaffed but friendly. 16min ticket time.,understaffed but friendly min ticket time,4.0,positive,neutral,6,0,0,0,0
Logistic Regression,These fast-food always busy a lot's of tourists goes in here,these fast food always busy a lot's of tourists goes in here,3.0,neutral,positive,12,0,0,0,0
Logistic Regression,Coffee was not good. Pls start serving machine coffees,coffee was not good pls start serving machine coffees,2.0,negative,neutral,9,0,0,0,0
Logistic Regression,"this location stop serving breakfast @10:30am
hey I thought McDonald's was serving breakfast all day!",this location stop serving breakfast am hey i thought mcdonald's was serving breakfast all day,1.0,negative,positive,15,0,1,0,0
Logistic Regression,Regular old mcdonalds tastes like every other mcdonalds.,regular old mcdonalds tastes like every other mcdonalds,5.0,positive,neutral,8,0,0,0,0
Logistic Regression,The people that work there were very nice and helpful.,the people that work there were very nice and helpful,2.0,negative,positive,10,0,0,0,0
Logistic Regression,I ordered 2 hash browns and they only gave me 1 ï¿½ï¿½ï¿,i ordered hash browns and they only gave me,3.0,neutral,negative,9,0,0,0,0
Logistic Regression,"Ok, but not great. Tired restaurant with mediocre service.",ok but not great tired restaurant with mediocre service,2.0,negative,neutral,9,0,0,0,0
Logistic Regression,Go to. But they always don't have smoothies it frappes,go to but they always don't have smoothies it frappes,5.0,positive,neutral,10,0,0,0,0
Logistic Regression,They don't have they prices n promotion as advertised on tv,they don't have they prices n promotion as advertised on tv,1.0,negative,neutral,11,0,0,0,0
Logistic Regression,"Strip location, quick service, eat and go back to casino.",strip location quick service eat and go back to casino,3.0,neutral,positive,10,0,0,0,0
Logistic Regression,Have trouble getting all that we order most of the time missing things we order,have trouble getting all that we order most of the time missing things we order,3.0,neutral,negative,15,0,0,0,0
Logistic Regression,FYI no dollar menu or kiosk. Very busy.,fyi no dollar menu or kiosk very busy,4.0,positive,neutral,8,0,0,0,0
Logistic Regression,They  made right however about 30 minutes  I was hunger  again,they made right however about minutes i was hunger again,2.0,negative,positive,10,0,0,0,0
Logistic Regression,This McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,this mcdonald,1.0,negative,positive,2,0,0,0,1
Logistic Regression,Friendliest window clerks ever!,friendliest window clerks ever,5.0,positive,negative,4,0,1,0,0
